"Notes"	"County of Residence"	"County of Residence Code"	"Number of Prenatal Visits"	"Number of Prenatal Visits Code"	"Age of Mother 9"	"Age of Mother 9 Code"	"Mother's Education"	"Mother's Education Code"	"NICU Admission"	"NICU Admission Code"	Births	% of Total Births	Average Age of Mother (years)	Average OE Gestational Age (weeks)	Average Birth Weight (grams)	Average Pre-pregnancy BMI	Average Number of Prenatal Visits	Average Interval Since Last Live Birth (months)
	"St. Mary's County, MD"	"24037"	"13 prenatal visits"	"13"	"25-29 years"	"25-29"	"Associate degree (AA, AS)"	"5"	"No"	"2"	21	0.01%	27.05	39.05	3395.24	26.07	13.00	37.50
	"St. Mary's County, MD"	"24037"	"13 prenatal visits"	"13"	"25-29 years"	"25-29"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	61	0.02%	27.16	39.30	3494.26	26.67	13.00	25.17
	"St. Mary's County, MD"	"24037"	"13 prenatal visits"	"13"	"25-29 years"	"25-29"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	"No"	"2"	20	0.01%	27.85	39.50	3635.40	28.15	13.00	37.00
	"St. Mary's County, MD"	"24037"	"13 prenatal visits"	"13"	"30-34 years"	"30-34"	"High school graduate or GED completed"	"3"	"No"	"2"	22	0.01%	31.55	39.00	3558.64	31.56	13.00	85.75
	"St. Mary's County, MD"	"24037"	"13 prenatal visits"	"13"	"30-34 years"	"30-34"	"Some college credit, but not a degree"	"4"	"No"	"2"	42	0.01%	32.00	39.17	3457.40	31.23	13.00	61.24
	"St. Mary's County, MD"	"24037"	"13 prenatal visits"	"13"	"30-34 years"	"30-34"	"Associate degree (AA, AS)"	"5"	"No"	"2"	16	0.00%	31.81	39.19	3430.19	30.32	13.00	35.50
	"St. Mary's County, MD"	"24037"	"13 prenatal visits"	"13"	"30-34 years"	"30-34"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	62	0.02%	31.73	39.45	3612.97	26.60	13.00	38.74
	"St. Mary's County, MD"	"24037"	"13 prenatal visits"	"13"	"30-34 years"	"30-34"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	"No"	"2"	42	0.01%	32.07	39.43	3754.81	25.73	13.00	41.52
	"St. Mary's County, MD"	"24037"	"13 prenatal visits"	"13"	"35-39 years"	"35-39"	"High school graduate or GED completed"	"3"	"No"	"2"	15	0.00%	36.60	38.73	3372.73	30.81	13.00	103.77
	"St. Mary's County, MD"	"24037"	"13 prenatal visits"	"13"	"35-39 years"	"35-39"	"Some college credit, but not a degree"	"4"	"No"	"2"	15	0.00%	36.33	39.27	3430.80	29.15	13.00	96.38
	"St. Mary's County, MD"	"24037"	"13 prenatal visits"	"13"	"35-39 years"	"35-39"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	29	0.01%	36.31	39.28	3613.97	27.58	13.00	57.61
	"St. Mary's County, MD"	"24037"	"13 prenatal visits"	"13"	"35-39 years"	"35-39"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	"No"	"2"	23	0.01%	36.78	39.52	3527.57	26.20	13.00	42.89
	"St. Mary's County, MD"	"24037"	"14 prenatal visits"	"14"	"20-24 years"	"20-24"	"High school graduate or GED completed"	"3"	"No"	"2"	25	0.01%	22.08	39.52	3419.60	28.99	14.00	37.50
	"St. Mary's County, MD"	"24037"	"14 prenatal visits"	"14"	"20-24 years"	"20-24"	"Some college credit, but not a degree"	"4"	"No"	"2"	22	0.01%	22.59	39.50	3502.59	27.90	14.00	36.75
	"St. Mary's County, MD"	"24037"	"14 prenatal visits"	"14"	"25-29 years"	"25-29"	"High school graduate or GED completed"	"3"	"No"	"2"	31	0.01%	26.52	39.19	3402.10	28.52	14.00	50.60
	"St. Mary's County, MD"	"24037"	"14 prenatal visits"	"14"	"25-29 years"	"25-29"	"Some college credit, but not a degree"	"4"	"No"	"2"	33	0.01%	26.88	39.06	3377.18	29.25	14.00	46.20
	"St. Mary's County, MD"	"24037"	"14 prenatal visits"	"14"	"25-29 years"	"25-29"	"Associate degree (AA, AS)"	"5"	"No"	"2"	19	0.01%	27.26	39.42	3612.37	27.32	14.00	21.33
	"St. Mary's County, MD"	"24037"	"14 prenatal visits"	"14"	"25-29 years"	"25-29"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	48	0.01%	27.12	39.48	3550.50	28.74	14.00	31.48
	"St. Mary's County, MD"	"24037"	"14 prenatal visits"	"14"	"25-29 years"	"25-29"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	"No"	"2"	17	0.00%	28.00	39.53	3468.12	25.15	14.00	23.00
	"St. Mary's County, MD"	"24037"	"14 prenatal visits"	"14"	"30-34 years"	"30-34"	"High school graduate or GED completed"	"3"	"No"	"2"	17	0.00%	32.06	39.18	3673.06	31.62	14.00	71.07
	"St. Mary's County, MD"	"24037"	"14 prenatal visits"	"14"	"30-34 years"	"30-34"	"Some college credit, but not a degree"	"4"	"No"	"2"	15	0.00%	31.27	38.47	3307.53	29.70	14.00	56.00
	"St. Mary's County, MD"	"24037"	"14 prenatal visits"	"14"	"30-34 years"	"30-34"	"Associate degree (AA, AS)"	"5"	"No"	"2"	17	0.00%	31.71	39.00	3463.94	27.43	14.00	38.00
	"St. Mary's County, MD"	"24037"	"14 prenatal visits"	"14"	"30-34 years"	"30-34"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	37	0.01%	31.65	39.54	3669.30	26.54	14.00	49.08
	"St. Mary's County, MD"	"24037"	"14 prenatal visits"	"14"	"30-34 years"	"30-34"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	"No"	"2"	41	0.01%	31.80	39.49	3643.80	28.47	14.00	34.78
	"St. Mary's County, MD"	"24037"	"14 prenatal visits"	"14"	"35-39 years"	"35-39"	"Some college credit, but not a degree"	"4"	"No"	"2"	14	0.00%	36.50	39.21	3481.50	26.92	14.00	93.90
	"St. Mary's County, MD"	"24037"	"14 prenatal visits"	"14"	"35-39 years"	"35-39"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	18	0.01%	36.83	39.00	3331.17	28.40	14.00	45.18
	"St. Mary's County, MD"	"24037"	"14 prenatal visits"	"14"	"35-39 years"	"35-39"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	"No"	"2"	14	0.00%	36.64	39.00	3641.79	28.67	14.00	46.14
	"St. Mary's County, MD"	"24037"	"15 prenatal visits"	"15"	"20-24 years"	"20-24"	"Some college credit, but not a degree"	"4"	"No"	"2"	25	0.01%	22.20	39.68	3536.60	29.00	15.00	34.44
	"St. Mary's County, MD"	"24037"	"15 prenatal visits"	"15"	"25-29 years"	"25-29"	"High school graduate or GED completed"	"3"	"No"	"2"	17	0.00%	26.65	39.65	3575.35	29.49	15.00	61.69
	"St. Mary's County, MD"	"24037"	"15 prenatal visits"	"15"	"25-29 years"	"25-29"	"Some college credit, but not a degree"	"4"	"No"	"2"	24	0.01%	27.33	39.29	3574.67	30.25	15.00	46.00
	"St. Mary's County, MD"	"24037"	"15 prenatal visits"	"15"	"25-29 years"	"25-29"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	19	0.01%	27.11	39.58	3408.42	25.65	15.00	28.83
	"St. Mary's County, MD"	"24037"	"15 prenatal visits"	"15"	"30-34 years"	"30-34"	"High school graduate or GED completed"	"3"	"No"	"2"	10	0.00%	31.70	39.00	3599.00	32.02	15.00	75.25
	"St. Mary's County, MD"	"24037"	"15 prenatal visits"	"15"	"30-34 years"	"30-34"	"Some college credit, but not a degree"	"4"	"No"	"2"	11	0.00%	31.64	39.45	3448.18	33.45	15.00	34.50
	"St. Mary's County, MD"	"24037"	"15 prenatal visits"	"15"	"30-34 years"	"30-34"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	24	0.01%	31.50	39.71	3640.92	29.03	15.00	34.92
	"St. Mary's County, MD"	"24037"	"15 prenatal visits"	"15"	"30-34 years"	"30-34"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	"No"	"2"	26	0.01%	31.92	39.27	3602.46	29.26	15.00	42.00
	"St. Mary's County, MD"	"24037"	"16 prenatal visits"	"16"	"20-24 years"	"20-24"	"High school graduate or GED completed"	"3"	"No"	"2"	17	0.00%	22.12	39.06	3234.88	29.92	16.00	28.60
	"St. Mary's County, MD"	"24037"	"16 prenatal visits"	"16"	"25-29 years"	"25-29"	"Some college credit, but not a degree"	"4"	"No"	"2"	12	0.00%	26.42	39.33	3469.00	30.55	16.00	44.62
	"St. Mary's County, MD"	"24037"	"16 prenatal visits"	"16"	"30-34 years"	"30-34"	"Some college credit, but not a degree"	"4"	"No"	"2"	13	0.00%	31.46	38.69	3392.23	29.83	16.00	57.00
	"St. Mary's County, MD"	"24037"	"16 prenatal visits"	"16"	"30-34 years"	"30-34"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	21	0.01%	31.10	38.57	3290.62	29.21	16.00	39.82
	"St. Mary's County, MD"	"24037"	"16 prenatal visits"	"16"	"30-34 years"	"30-34"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	"No"	"2"	13	0.00%	31.85	38.62	3235.08	25.62	16.00	26.56
	"St. Mary's County, MD"	"24037"	"17 prenatal visits"	"17"	"25-29 years"	"25-29"	"High school graduate or GED completed"	"3"	"No"	"2"	13	0.00%	26.31	38.38	3424.62	31.67	17.00	69.89
	"St. Mary's County, MD"	"24037"	"17 prenatal visits"	"17"	"25-29 years"	"25-29"	"Some college credit, but not a degree"	"4"	"No"	"2"	10	0.00%	26.60	38.30	3523.00	35.81	17.00	53.43
	"St. Mary's County, MD"	"24037"	"17 prenatal visits"	"17"	"30-34 years"	"30-34"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	19	0.01%	31.89	38.42	3439.68	32.92	17.00	35.43
	"St. Mary's County, MD"	"24037"	"Unknown or Not Stated"	"99"	"25-29 years"	"25-29"	"High school graduate or GED completed"	"3"	"No"	"2"	17	0.00%	27.24	38.94	3286.06	28.84	Not Applicable	41.75
	"St. Mary's County, MD"	"24037"	"Unknown or Not Stated"	"99"	"25-29 years"	"25-29"	"Some college credit, but not a degree"	"4"	"No"	"2"	12	0.00%	26.67	38.83	3220.83	29.38	Not Applicable	33.62
	"St. Mary's County, MD"	"24037"	"Unknown or Not Stated"	"99"	"25-29 years"	"25-29"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	12	0.00%	28.42	37.83	3135.67	26.62	Not Applicable	40.83
	"St. Mary's County, MD"	"24037"	"Unknown or Not Stated"	"99"	"35-39 years"	"35-39"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	10	0.00%	36.10	38.80	3277.00	25.69	Not Applicable	47.00
	"Washington County, MD"	"24043"	"0 prenatal visits"	"0"	"20-24 years"	"20-24"	"High school graduate or GED completed"	"3"	"No"	"2"	10	0.00%	22.10	38.20	3149.90	28.51	0.00	24.00
	"Washington County, MD"	"24043"	"0 prenatal visits"	"0"	"25-29 years"	"25-29"	"High school graduate or GED completed"	"3"	"No"	"2"	13	0.00%	27.38	37.73	3023.08	24.12	0.00	72.20
	"Washington County, MD"	"24043"	"1 prenatal visits"	"1"	"25-29 years"	"25-29"	"High school graduate or GED completed"	"3"	"No"	"2"	10	0.00%	27.30	36.20	2881.50	24.67	1.00	60.75
	"Washington County, MD"	"24043"	"2 prenatal visits"	"2"	"20-24 years"	"20-24"	"High school graduate or GED completed"	"3"	"No"	"2"	11	0.00%	21.64	38.18	3220.45	26.61	2.00	48.00
	"Washington County, MD"	"24043"	"3 prenatal visits"	"3"	"30-34 years"	"30-34"	"Some college credit, but not a degree"	"4"	"No"	"2"	11	0.00%	31.64	38.64	3301.09	29.96	3.00	77.00
	"Washington County, MD"	"24043"	"4 prenatal visits"	"4"	"20-24 years"	"20-24"	"High school graduate or GED completed"	"3"	"No"	"2"	19	0.01%	22.16	38.16	2965.21	26.23	4.00	25.38
	"Washington County, MD"	"24043"	"4 prenatal visits"	"4"	"30-34 years"	"30-34"	"High school graduate or GED completed"	"3"	"No"	"2"	12	0.00%	31.50	38.50	3216.25	22.64	4.00	60.67
	"Washington County, MD"	"24043"	"4 prenatal visits"	"4"	"30-34 years"	"30-34"	"Some college credit, but not a degree"	"4"	"No"	"2"	10	0.00%	31.70	36.40	2602.50	27.43	4.00	39.00
	"Washington County, MD"	"24043"	"5 prenatal visits"	"5"	"20-24 years"	"20-24"	"High school graduate or GED completed"	"3"	"No"	"2"	19	0.01%	21.84	37.95	3065.11	27.09	5.00	25.22
	"Washington County, MD"	"24043"	"5 prenatal visits"	"5"	"20-24 years"	"20-24"	"Some college credit, but not a degree"	"4"	"No"	"2"	14	0.00%	22.07	36.86	2874.64	27.15	5.00	22.60
	"Washington County, MD"	"24043"	"5 prenatal visits"	"5"	"30-34 years"	"30-34"	"Some college credit, but not a degree"	"4"	"No"	"2"	11	0.00%	32.18	38.36	3162.73	27.93	5.00	75.11
	"Washington County, MD"	"24043"	"5 prenatal visits"	"5"	"30-34 years"	"30-34"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	11	0.00%	32.36	36.82	2936.55	25.92	5.00	33.57
	"Washington County, MD"	"24043"	"6 prenatal visits"	"6"	"20-24 years"	"20-24"	"High school graduate or GED completed"	"3"	"No"	"2"	23	0.01%	21.52	37.26	3040.70	26.71	6.00	30.36
	"Washington County, MD"	"24043"	"6 prenatal visits"	"6"	"25-29 years"	"25-29"	"9th through 12th grade with no diploma"	"2"	"No"	"2"	14	0.00%	26.93	38.00	3249.79	29.03	6.00	50.60
	"Washington County, MD"	"24043"	"6 prenatal visits"	"6"	"25-29 years"	"25-29"	"High school graduate or GED completed"	"3"	"No"	"2"	15	0.00%	27.33	37.87	3034.20	27.71	6.00	44.58
	"Washington County, MD"	"24043"	"6 prenatal visits"	"6"	"25-29 years"	"25-29"	"Some college credit, but not a degree"	"4"	"No"	"2"	13	0.00%	27.08	38.23	3311.77	29.31	6.00	61.00
	"Washington County, MD"	"24043"	"6 prenatal visits"	"6"	"30-34 years"	"30-34"	"High school graduate or GED completed"	"3"	"No"	"2"	13	0.00%	31.15	36.92	2801.15	28.06	6.00	64.45
	"Washington County, MD"	"24043"	"6 prenatal visits"	"6"	"30-34 years"	"30-34"	"Some college credit, but not a degree"	"4"	"No"	"2"	13	0.00%	32.31	38.00	3135.54	30.14	6.00	63.50
	"Washington County, MD"	"24043"	"7 prenatal visits"	"7"	"15-19 years"	"15-19"	"9th through 12th grade with no diploma"	"2"	"No"	"2"	10	0.00%	17.50	38.80	3363.00	24.97	7.00	16.67
	"Washington County, MD"	"24043"	"7 prenatal visits"	"7"	"20-24 years"	"20-24"	"High school graduate or GED completed"	"3"	"No"	"2"	25	0.01%	21.64	38.56	3350.64	31.27	7.00	30.07
	"Washington County, MD"	"24043"	"7 prenatal visits"	"7"	"20-24 years"	"20-24"	"Some college credit, but not a degree"	"4"	"No"	"2"	19	0.01%	22.00	37.47	3166.63	26.60	7.00	26.36
	"Washington County, MD"	"24043"	"7 prenatal visits"	"7"	"25-29 years"	"25-29"	"9th through 12th grade with no diploma"	"2"	"No"	"2"	12	0.00%	26.92	37.83	3084.58	27.09	7.00	35.92
	"Washington County, MD"	"24043"	"7 prenatal visits"	"7"	"25-29 years"	"25-29"	"High school graduate or GED completed"	"3"	"No"	"2"	34	0.01%	26.44	38.09	3222.91	27.00	7.00	45.43
	"Washington County, MD"	"24043"	"7 prenatal visits"	"7"	"25-29 years"	"25-29"	"Some college credit, but not a degree"	"4"	"No"	"2"	15	0.00%	26.87	37.87	3258.33	28.59	7.00	60.89
	"Washington County, MD"	"24043"	"7 prenatal visits"	"7"	"25-29 years"	"25-29"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	11	0.00%	27.18	39.00	3334.55	26.74	7.00	38.67
	"Washington County, MD"	"24043"	"7 prenatal visits"	"7"	"30-34 years"	"30-34"	"High school graduate or GED completed"	"3"	"No"	"2"	15	0.00%	31.33	37.33	3083.93	24.79	7.00	42.27
	"Washington County, MD"	"24043"	"7 prenatal visits"	"7"	"30-34 years"	"30-34"	"Some college credit, but not a degree"	"4"	"No"	"2"	19	0.01%	31.58	38.21	3304.89	30.23	7.00	46.93
	"Washington County, MD"	"24043"	"7 prenatal visits"	"7"	"30-34 years"	"30-34"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	15	0.00%	31.07	37.60	3110.00	26.74	7.00	42.12
	"Washington County, MD"	"24043"	"8 prenatal visits"	"8"	"15-19 years"	"15-19"	"9th through 12th grade with no diploma"	"2"	"No"	"2"	12	0.00%	17.50	38.17	3119.17	29.04	8.00	Not Applicable
	"Washington County, MD"	"24043"	"8 prenatal visits"	"8"	"15-19 years"	"15-19"	"High school graduate or GED completed"	"3"	"No"	"2"	10	0.00%	18.50	38.20	3097.50	23.43	8.00	36.00
	"Washington County, MD"	"24043"	"8 prenatal visits"	"8"	"20-24 years"	"20-24"	"9th through 12th grade with no diploma"	"2"	"No"	"2"	20	0.01%	22.05	38.50	3248.20	33.73	8.00	21.90
	"Washington County, MD"	"24043"	"8 prenatal visits"	"8"	"20-24 years"	"20-24"	"High school graduate or GED completed"	"3"	"No"	"2"	40	0.01%	22.10	37.92	3107.25	27.44	8.00	36.48
	"Washington County, MD"	"24043"	"8 prenatal visits"	"8"	"20-24 years"	"20-24"	"Some college credit, but not a degree"	"4"	"No"	"2"	16	0.00%	22.88	37.62	3053.88	28.46	8.00	24.67
	"Washington County, MD"	"24043"	"8 prenatal visits"	"8"	"25-29 years"	"25-29"	"9th through 12th grade with no diploma"	"2"	"No"	"2"	13	0.00%	27.00	38.31	3487.69	27.82	8.00	46.20
	"Washington County, MD"	"24043"	"8 prenatal visits"	"8"	"25-29 years"	"25-29"	"High school graduate or GED completed"	"3"	"No"	"2"	38	0.01%	26.76	37.97	3062.34	29.36	8.00	38.07
	"Washington County, MD"	"24043"	"8 prenatal visits"	"8"	"25-29 years"	"25-29"	"Some college credit, but not a degree"	"4"	"No"	"2"	29	0.01%	26.90	38.03	3260.69	29.01	8.00	41.79
	"Washington County, MD"	"24043"	"8 prenatal visits"	"8"	"25-29 years"	"25-29"	"Associate degree (AA, AS)"	"5"	"No"	"2"	11	0.00%	27.27	38.64	3271.36	29.28	8.00	48.57
	"Washington County, MD"	"24043"	"8 prenatal visits"	"8"	"25-29 years"	"25-29"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	15	0.00%	27.47	38.00	3307.47	28.30	8.00	25.89
	"Washington County, MD"	"24043"	"8 prenatal visits"	"8"	"30-34 years"	"30-34"	"9th through 12th grade with no diploma"	"2"	"No"	"2"	17	0.00%	31.82	38.18	3244.47	30.02	8.00	56.12
	"Washington County, MD"	"24043"	"8 prenatal visits"	"8"	"30-34 years"	"30-34"	"High school graduate or GED completed"	"3"	"No"	"2"	25	0.01%	31.44	37.84	3121.36	26.49	8.00	45.86
	"Washington County, MD"	"24043"	"8 prenatal visits"	"8"	"30-34 years"	"30-34"	"Some college credit, but not a degree"	"4"	"No"	"2"	24	0.01%	31.54	38.29	3364.75	32.35	8.00	65.95
	"Washington County, MD"	"24043"	"8 prenatal visits"	"8"	"30-34 years"	"30-34"	"Associate degree (AA, AS)"	"5"	"No"	"2"	14	0.00%	32.43	38.21	3049.64	30.45	8.00	54.27
	"Washington County, MD"	"24043"	"8 prenatal visits"	"8"	"30-34 years"	"30-34"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	17	0.00%	32.29	38.18	3462.88	29.02	8.00	38.77
	"Washington County, MD"	"24043"	"8 prenatal visits"	"8"	"35-39 years"	"35-39"	"High school graduate or GED completed"	"3"	"No"	"2"	13	0.00%	36.31	38.46	3481.54	28.49	8.00	81.31
	"Washington County, MD"	"24043"	"8 prenatal visits"	"8"	"35-39 years"	"35-39"	"Some college credit, but not a degree"	"4"	"No"	"2"	17	0.00%	36.29	37.47	3199.18	25.97	8.00	60.88
	"Washington County, MD"	"24043"	"9 prenatal visits"	"9"	"15-19 years"	"15-19"	"9th through 12th grade with no diploma"	"2"	"No"	"2"	19	0.01%	17.47	38.37	3157.42	22.76	9.00	22.00
	"Washington County, MD"	"24043"	"9 prenatal visits"	"9"	"15-19 years"	"15-19"	"High school graduate or GED completed"	"3"	"No"	"2"	15	0.00%	18.53	37.80	3014.33	23.35	9.00	18.50
	"Washington County, MD"	"24043"	"9 prenatal visits"	"9"	"20-24 years"	"20-24"	"9th through 12th grade with no diploma"	"2"	"No"	"2"	22	0.01%	22.09	38.55	3370.00	25.16	9.00	39.93
	"Washington County, MD"	"24043"	"9 prenatal visits"	"9"	"20-24 years"	"20-24"	"High school graduate or GED completed"	"3"	"No"	"2"	65	0.02%	22.11	37.77	3064.23	25.89	9.00	28.58
	"Washington County, MD"	"24043"	"9 prenatal visits"	"9"	"20-24 years"	"20-24"	"Some college credit, but not a degree"	"4"	"No"	"2"	30	0.01%	22.33	38.87	3302.17	27.07	9.00	35.40
	"Washington County, MD"	"24043"	"9 prenatal visits"	"9"	"25-29 years"	"25-29"	"9th through 12th grade with no diploma"	"2"	"No"	"2"	27	0.01%	27.00	38.96	3362.59	25.32	9.00	38.95
	"Washington County, MD"	"24043"	"9 prenatal visits"	"9"	"25-29 years"	"25-29"	"High school graduate or GED completed"	"3"	"No"	"2"	67	0.02%	26.75	38.03	3218.04	29.17	9.00	45.35
	"Washington County, MD"	"24043"	"9 prenatal visits"	"9"	"25-29 years"	"25-29"	"Some college credit, but not a degree"	"4"	"No"	"2"	47	0.01%	27.00	38.21	3184.28	28.58	9.00	46.68
	"Washington County, MD"	"24043"	"9 prenatal visits"	"9"	"25-29 years"	"25-29"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	32	0.01%	27.25	38.16	3191.50	27.56	9.00	28.20
	"Washington County, MD"	"24043"	"9 prenatal visits"	"9"	"25-29 years"	"25-29"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	"No"	"2"	11	0.00%	27.91	38.45	3431.36	26.99	9.00	70.00
	"Washington County, MD"	"24043"	"9 prenatal visits"	"9"	"30-34 years"	"30-34"	"9th through 12th grade with no diploma"	"2"	"No"	"2"	10	0.00%	31.30	39.20	3549.30	26.93	9.00	43.70
	"Washington County, MD"	"24043"	"9 prenatal visits"	"9"	"30-34 years"	"30-34"	"High school graduate or GED completed"	"3"	"No"	"2"	45	0.01%	31.64	38.04	3039.36	27.56	9.00	63.35
	"Washington County, MD"	"24043"	"9 prenatal visits"	"9"	"30-34 years"	"30-34"	"Some college credit, but not a degree"	"4"	"No"	"2"	24	0.01%	31.96	37.79	2961.46	30.32	9.00	63.47
	"Washington County, MD"	"24043"	"9 prenatal visits"	"9"	"30-34 years"	"30-34"	"Associate degree (AA, AS)"	"5"	"No"	"2"	22	0.01%	31.64	38.14	3140.68	30.85	9.00	48.40
	"Washington County, MD"	"24043"	"9 prenatal visits"	"9"	"30-34 years"	"30-34"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	26	0.01%	32.04	38.50	3552.73	25.11	9.00	51.72
	"Washington County, MD"	"24043"	"9 prenatal visits"	"9"	"30-34 years"	"30-34"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	"No"	"2"	23	0.01%	32.13	39.04	3461.35	29.07	9.00	43.67
	"Washington County, MD"	"24043"	"9 prenatal visits"	"9"	"35-39 years"	"35-39"	"9th through 12th grade with no diploma"	"2"	"No"	"2"	10	0.00%	37.10	38.50	3398.50	31.48	9.00	65.89
	"Washington County, MD"	"24043"	"9 prenatal visits"	"9"	"35-39 years"	"35-39"	"High school graduate or GED completed"	"3"	"No"	"2"	13	0.00%	37.08	37.08	2972.31	27.40	9.00	79.08
	"Washington County, MD"	"24043"	"9 prenatal visits"	"9"	"35-39 years"	"35-39"	"Some college credit, but not a degree"	"4"	"No"	"2"	16	0.00%	36.38	38.19	3225.00	30.66	9.00	62.27
	"Washington County, MD"	"24043"	"9 prenatal visits"	"9"	"35-39 years"	"35-39"	"Associate degree (AA, AS)"	"5"	"No"	"2"	19	0.01%	36.58	37.32	2976.21	28.85	9.00	78.61
	"Washington County, MD"	"24043"	"9 prenatal visits"	"9"	"35-39 years"	"35-39"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	16	0.00%	36.56	37.69	3412.94	28.37	9.00	49.92
	"Washington County, MD"	"24043"	"9 prenatal visits"	"9"	"35-39 years"	"35-39"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	"No"	"2"	15	0.00%	36.80	38.60	3457.13	25.96	9.00	68.14
	"Washington County, MD"	"24043"	"10 prenatal visits"	"10"	"15-19 years"	"15-19"	"9th through 12th grade with no diploma"	"2"	"No"	"2"	14	0.00%	17.21	38.00	3164.29	25.89	10.00	22.50
	"Washington County, MD"	"24043"	"10 prenatal visits"	"10"	"15-19 years"	"15-19"	"High school graduate or GED completed"	"3"	"No"	"2"	24	0.01%	18.58	38.04	3122.92	24.55	10.00	25.50
	"Washington County, MD"	"24043"	"10 prenatal visits"	"10"	"20-24 years"	"20-24"	"9th through 12th grade with no diploma"	"2"	"No"	"2"	19	0.01%	22.74	38.68	3074.42	26.52	10.00	26.46
	"Washington County, MD"	"24043"	"10 prenatal visits"	"10"	"20-24 years"	"20-24"	"High school graduate or GED completed"	"3"	"No"	"2"	80	0.02%	21.93	38.30	3156.36	26.95	10.00	27.88
	"Washington County, MD"	"24043"	"10 prenatal visits"	"10"	"20-24 years"	"20-24"	"Some college credit, but not a degree"	"4"	"No"	"2"	48	0.01%	22.35	38.08	3232.58	26.08	10.00	30.22
	"Washington County, MD"	"24043"	"10 prenatal visits"	"10"	"25-29 years"	"25-29"	"9th through 12th grade with no diploma"	"2"	"No"	"2"	31	0.01%	27.16	37.90	3067.29	30.42	10.00	36.96
	"Washington County, MD"	"24043"	"10 prenatal visits"	"10"	"25-29 years"	"25-29"	"High school graduate or GED completed"	"3"	"No"	"2"	66	0.02%	26.71	38.12	3255.94	29.98	10.00	41.92
	"Washington County, MD"	"24043"	"10 prenatal visits"	"10"	"25-29 years"	"25-29"	"Some college credit, but not a degree"	"4"	"No"	"2"	64	0.02%	26.80	38.31	3296.12	27.99	10.00	46.21
	"Washington County, MD"	"24043"	"10 prenatal visits"	"10"	"25-29 years"	"25-29"	"Associate degree (AA, AS)"	"5"	"No"	"2"	30	0.01%	27.63	38.47	3178.73	27.00	10.00	50.25
	"Washington County, MD"	"24043"	"10 prenatal visits"	"10"	"25-29 years"	"25-29"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	48	0.01%	27.12	38.33	3341.15	26.28	10.00	33.15
	"Washington County, MD"	"24043"	"10 prenatal visits"	"10"	"25-29 years"	"25-29"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	"No"	"2"	14	0.00%	27.64	38.29	3405.57	27.50	10.00	26.80
	"Washington County, MD"	"24043"	"10 prenatal visits"	"10"	"30-34 years"	"30-34"	"9th through 12th grade with no diploma"	"2"	"No"	"2"	20	0.01%	32.00	38.20	3187.35	28.83	10.00	41.35
	"Washington County, MD"	"24043"	"10 prenatal visits"	"10"	"30-34 years"	"30-34"	"High school graduate or GED completed"	"3"	"No"	"2"	43	0.01%	31.56	38.12	3330.70	30.60	10.00	66.14
	"Washington County, MD"	"24043"	"10 prenatal visits"	"10"	"30-34 years"	"30-34"	"Some college credit, but not a degree"	"4"	"No"	"2"	40	0.01%	31.88	38.05	3216.18	29.72	10.00	58.96
